Body_ID,Date,Time,0_NOSE,1_NECK,2_RIGHT_SHOULDER,3_RIGHT_ELBOW,4_RIGHT_WRIST,5_LEFT_SHOULDER,6_LEFT_ELBOW,7_LEFT_WRIST,8_RIGHT_HIP,9_RIGHT_KNEE,10_RIGHT_ANKLE,11_LEFT_HIP,12_LEFT_KNEE,13_LEFT_ANKLE,14_RIGHT_EYE,15_LEFT_EYE,16_RIGHT_EAR,17_LEFT_EAR
10,2023-04-04,16:20:00.133681,"-1.9084617,0.2467244,-3.3249056","-1.8929393,0.11372334,-3.4337459","-2.0314186,0.11141741,-3.4139671","-2.1162057,-0.05115354,-3.5126016","-2.1983387,-0.20474309,-3.6112986","-1.7544601,0.11602938,-3.4535248","-1.6740397,-0.054002643,-3.5427916","-1.7268449,-0.0738073,-3.3507082","-1.9817041,-0.33516538,-3.5229602","-1.9289137,-0.72677374,-3.5157354","-1.8841314,-1.0746212,-3.5360036","-1.8171512,-0.3346858,-3.5400007","-1.858368,-0.7136604,-3.4357152","-1.8968285,-1.0601416,-3.4791398","-1.937187,0.28096533,-3.342366","-1.8896956,0.28644988,-3.3441982","-1.984547,0.28192726,-3.4219406","-1.8499882,0.29746664,-3.4271314"
10,2023-04-04,16:20:00.215408,"-1.9228207,0.20329928,-3.1504278","-1.8976859,0.06458992,-3.2597234","-2.0362923,0.068620324,-3.24114","-2.1227994,-0.09085399,-3.3437748","-2.206421,-0.2414087,-3.4463034","-1.7590792,0.06055957,-3.278307","-1.6860402,-0.11082107,-3.371813","-1.7377063,-0.14039046,-3.1804295","-2.0051415,-0.38250905,-3.3399377","-1.9552861,-0.7759242,-3.3237813","-1.9103956,-1.1252283,-3.3029592","-1.8400185,-0.38894367,-3.35553","-1.8634349,-0.774224,-3.2631567","-1.8875141,-1.1189055,-3.3344088","-1.9497099,0.23819533,-3.1701171","-1.9013003,0.2428123,-3.1678638","-1.9906979,0.23737308,-3.251939","-1.8535377,0.2504546,-3.2455547"
10,2023-04-04,16:20:00.299128,"-1.9152869,0.1496638,-2.9318707","-1.8846973,0.010650694,-3.041091","-2.0226555,0.019637465,-3.0290072","-2.115865,-0.14176351,-3.1227982","-2.2056756,-0.29456168,-3.2168052","-1.746739,0.0016638637,-3.0531747","-1.6869292,-0.1787082,-3.1393352","-1.755093,-0.2231583,-2.9559546","-2.0041733,-0.4322241,-3.122758","-1.9775722,-0.8280763,-3.122361","-1.9514169,-1.1708292,-3.201146","-1.8387489,-0.44452834,-3.1309865","-1.8780609,-0.8388199,-3.1110983","-1.9124796,-1.1635547,-3.2442653","-1.9403139,0.18525857,-2.9521494","-1.8914809,0.18865168,-2.9466293","-1.9765692,0.18479145,-3.0341015","-1.8382093,0.19440529,-3.0184617"
10,2023-04-04,16:20:00.398795,"-1.9587972,0.13055974,-2.5410142","-1.910128,-0.0012431145,-2.645051","-2.0455687,0.0018974245,-2.662185","-2.116838,-0.16516656,-2.765005","-2.1851356,-0.32483858,-2.8655815","-1.7746872,-0.004383534,-2.6279173","-1.7566264,-0.20818156,-2.6691716","-1.8362325,-0.24611452,-2.4888961","-1.9926401,-0.4471547,-2.7496145","-2.0671782,-0.84626967,-2.7256584","-2.1035438,-1.1869153,-2.8411674","-1.8241785,-0.45259997,-2.7321217","-1.862221,-0.8260888,-2.8885868","-1.8819834,-1.0931364,-3.1314843","-1.9763699,0.16929597,-2.5592575","-1.9296134,0.16630173,-2.544611","-1.9982389,0.1765652,-2.6387672","-1.8657628,0.16808152,-2.5972683"
10,2023-04-04,16:20:00.481518,"-1.9953423,0.13635287,-2.3522522","-1.9189209,0.0076828003,-2.4471452","-2.049212,0.0068958104,-2.4880247","-2.1011498,-0.16664588,-2.5944014","-2.1508977,-0.33318248,-2.6973157","-1.7886297,0.00846979,-2.4062655","-1.7801043,-0.19983426,-2.4320896","-1.8841491,-0.23526654,-2.26262","-1.9734169,-0.44228584,-2.5497575","-2.091474,-0.83516395,-2.5459692","-2.1443033,-1.168408,-2.684314","-1.8066647,-0.44122604,-2.511322","-1.8088706,-0.80181956,-2.7069554","-1.790548,-1.0531188,-2.9705737","-2.007304,0.17663461,-2.3723106","-1.9649951,0.17143139,-2.348176","-2.0112405,0.18651903,-2.4544184","-1.8913658,0.1717765,-2.3860369"
10,2023-04-04,16:20:00.577198,"-2.0174444,0.114717394,-2.1725588","-1.9326582,-0.011675805,-2.267021","-2.0644505,-0.018153816,-2.3113565","-2.108745,-0.19521943,-2.4147935","-2.1512983,-0.36541107,-2.5143776","-1.8008659,-0.005197823,-2.2226853","-1.7913215,-0.21375766,-2.243306","-1.8950715,-0.24928868,-2.0739944","-1.9681245,-0.46461567,-2.3625307","-2.0894547,-0.858862,-2.362016","-2.1465101,-1.1915064,-2.505309","-1.8010888,-0.45482326,-2.3262572","-1.7872887,-0.81199396,-2.5321457","-1.7604847,-1.0582392,-2.8024886","-2.0293038,0.15504594,-2.1930127","-1.9875586,0.1503579,-2.167867","-2.031066,0.1649634,-2.275617","-1.9127879,0.15168053,-2.204369"
10,2023-04-04,16:20:00.667895,"-2.0769982,0.038178593,-1.8827966","-1.9997153,-0.1015071,-1.9690309","-2.155273,-0.1154221,-2.005882","-2.2079287,-0.3161719,-2.105807","-2.2585506,-0.50918067,-2.2019336","-1.8441578,-0.087592095,-1.9321796","-1.7501781,-0.2848152,-2.0051792","-1.8264786,-0.39967877,-1.8318591","-2.0302854,-0.5546771,-2.0376217","-2.1414046,-0.954061,-2.0082276","-2.2105951,-1.296316,-2.128824","-1.860244,-0.5374183,-2.0244215","-1.8590505,-0.90735865,-2.2137938","-1.8577406,-1.1674398,-2.4761398","-2.0883884,0.07717198,-1.9049596","-2.045537,0.07210645,-1.8820539","-2.0952246,0.081547976,-1.9867101","-1.9738133,0.067195624,-1.9218098"
10,2023-04-04,16:20:00.750618,"-2.1119168,-0.0021627843,-1.7510492","-2.0432942,-0.15056273,-1.8337964","-2.2062013,-0.16514689,-1.8575213","-2.2689989,-0.37451234,-1.9538313","-2.3293536,-0.5757122,-2.0467002","-1.8803868,-0.13597858,-1.8100715","-1.7609284,-0.31503642,-1.9136139","-1.8180684,-0.46109042,-1.7458286","-2.0814986,-0.60279554,-1.8904397","-2.181476,-1.0046701,-1.8435626","-2.2579052,-1.3518927,-1.9476604","-1.9082335,-0.58686554,-1.8960184","-1.9276115,-0.9677503,-2.064088","-1.953682,-1.2409158,-2.3129702","-2.1232648,0.036041826,-1.7737775","-2.0792925,0.030005366,-1.7534646","-2.1357565,0.0372172,-1.853907","-2.011169,0.020113856,-1.7963539"
10,2023-04-04,16:20:00.831348,"-2.1237552,-0.021136403,-1.682631","-2.0592008,-0.17355388,-1.7628351","-2.2263334,-0.18827528,-1.7789159","-2.2951553,-0.40285134,-1.8730222","-2.3613107,-0.6090188,-1.9638777","-1.8920683,-0.15883261,-1.7467542","-1.7658184,-0.33000216,-1.8667428","-1.8143284,-0.49028483,-1.7021449","-2.1018267,-0.6247432,-1.8121203","-2.1957414,-1.0277696,-1.7554766","-2.276539,-1.3775388,-1.8502241","-1.9272374,-0.6103885,-1.8291174","-1.9586148,-0.9971017,-1.9838016","-2.0010028,-1.2777195,-2.2231774","-2.135168,0.01657179,-1.7056642","-2.090678,0.010041028,-1.6867018","-2.1506333,0.016123295,-1.7846614","-2.0245786,-0.0023806691,-1.7309343"
11,2023-04-04,16:20:01.914726,"-1.6349664,0.83631766,-7.5176096","-1.5830814,0.6401544,-7.489914","-1.4882774,0.6468484,-7.598198","-1.4897897,0.4578575,-7.618641","-1.4985393,0.2771361,-7.6446157","-1.677885,0.6334601,-7.38163","-1.6793973,0.4444692,-7.4020734","-1.6881472,0.2637478,-7.4280477","-1.5308126,0.16263139,-7.5910153","-1.5351242,-0.18699837,-7.624836","-1.5409902,-0.49757028,-7.6566863","-1.6476362,0.15482795,-7.4590926","-1.6540312,-0.19613397,-7.472807","-1.6624728,-0.50793326,-7.4874306","-1.5885844,0.8700144,-7.5153446","-1.6287777,0.8648687,-7.4682293","-1.4798918,0.84675056,-7.500297","-1.5937731,0.8321713,-7.3668036"
11,2023-04-04,16:20:02.069209,"-1.7219758,0.86712825,-7.20701","-1.6735249,0.6814211,-7.256065","-1.7798404,0.6997506,-7.3831053","-1.799477,0.49530447,-7.43501","-1.8279585,0.29797423,-7.476743","-1.5672089,0.6630917,-7.129024","-1.5802032,0.45266843,-7.149785","-1.5955592,0.25031328,-7.1673565","-1.7633988,0.20558965,-7.366553","-1.7868272,-0.1528064,-7.3947034","-1.7462444,-0.46166146,-7.468939","-1.6506766,0.18627715,-7.2295785","-1.6805177,-0.17209685,-7.251183","-1.6756158,-0.48913264,-7.2960567","-1.7091286,0.90358067,-7.2486086","-1.6734215,0.8953095,-7.1984916","-1.6670698,0.88987696,-7.351349","-1.5658989,0.8664416,-7.2093506"
11,2023-04-04,16:20:02.150936,"-1.7298036,0.85955286,-7.1540303","-1.7084398,0.68668735,-7.237621","-1.8847871,0.69637483,-7.2580857","-1.9335521,0.48946995,-7.328365","-1.9807757,0.2897216,-7.3932915","-1.5320926,0.6769999,-7.2171574","-1.5225449,0.45436978,-7.238867","-1.5131911,0.24045503,-7.261183","-1.8185266,0.20380044,-7.2996187","-1.8221104,-0.16008222,-7.3651443","-1.8129264,-0.45379865,-7.51235","-1.6401789,0.19409549,-7.276972","-1.661068,-0.17500496,-7.270227","-1.6591059,-0.47005737,-7.4150157","-1.7493243,0.8980315,-7.1903048","-1.6892505,0.89185596,-7.176153","-1.7835203,0.8931467,-7.296483","-1.6133118,0.8756492,-7.256389"
12,2023-04-04,16:20:02.152929,"-0.9839273,1.4063865,-10.811727","-1.0420419,1.2288827,-10.888489","-1.1853687,1.2062262,-10.760979","-1.2258716,0.95754266,-10.811673","-1.2504647,0.71394813,-10.845253","-0.8987151,1.2515391,-11.016","-0.8976819,0.99829316,-11.059811","-0.8972119,0.75488496,-11.102506","-1.119342,0.62722445,-10.91858","-1.1086175,0.18249333,-10.957556","-1.1356516,-0.20640373,-11.032352","-0.9590648,0.65223706,-11.06138","-0.9578444,0.21214116,-11.137102","-0.95632684,-0.17913508,-11.203938","-1.0207996,1.4453275,-10.80865","-0.98357016,1.4477115,-10.846042","-1.1166289,1.4366801,-10.836217","-1.0111444,1.4434352,-10.942163"
11,2023-04-04,16:20:02.251599,"-1.7722856,0.70750546,-6.7765927","-1.7517058,0.55525637,-6.888055","-1.9107828,0.5354811,-6.8129916","-1.9770173,0.33251923,-6.8805203","-2.0417988,0.13842118,-6.9475064","-1.5926291,0.57503146,-6.9631166","-1.5449674,0.35910976,-6.9984264","-1.5003445,0.15165222,-7.0348687","-1.8136333,0.06590557,-6.936689","-1.8478953,-0.28585672,-7.048795","-1.9162321,-0.55854726,-7.2208276","-1.6517115,0.084899545,-7.011581","-1.668624,-0.28546536,-7.006863","-1.7399815,-0.5841123,-7.1266265","-1.8103114,0.7427063,-6.795908","-1.7532722,0.74913645,-6.807633","-1.8820603,0.73768955,-6.8793597","-1.7204487,0.7559083,-6.9125805"
11,2023-04-04,16:20:02.336316,"-1.8041902,0.6608326,-6.5812645","-1.7546847,0.5276159,-6.708412","-1.9088778,0.5032819,-6.6382313","-1.9718785,0.30519885,-6.716953","-2.0333278,0.11566317,-6.794258","-1.6004913,0.5519499,-6.778593","-1.546118,0.34010434,-6.8181915","-1.4944836,0.13650334,-6.8576436","-1.810995,0.040825963,-6.7822127","-1.854977,-0.31666696,-6.895346","-1.9245174,-0.60240626,-7.0570173","-1.6486154,0.06501651,-6.8544707","-1.695247,-0.30943143,-6.8666773","-1.7705272,-0.6217358,-6.963729","-1.8409027,0.6963894,-6.6020794","-1.7845249,0.70667076,-6.6048765","-1.899413,0.6982569,-6.6956916","-1.7396755,0.7273875,-6.7036166"
11,2023-04-04,16:20:02.420037,"-1.8582784,0.64750993,-6.4450655","-1.7811315,0.52702457,-6.572705","-1.9249496,0.50906515,-6.520124","-1.9837232,0.3215093,-6.5997744","-2.0407398,0.14182663,-6.67753","-1.6373136,0.5449839,-6.6252856","-1.5874013,0.34130144,-6.6568766","-1.5396987,0.14550304,-6.688021","-1.8452488,0.040462613,-6.6513495","-1.8829541,-0.33468413,-6.7378116","-1.9387823,-0.64567375,-6.8734455","-1.6774017,0.060329318,-6.711303","-1.733289,-0.31980276,-6.75612","-1.7972587,-0.64757085,-6.8379974","-1.8901223,0.68486094,-6.47065","-1.8354601,0.69484806,-6.462448","-1.9290252,0.69379735,-6.574867","-1.7741487,0.72209346,-6.551627"
11,2023-04-04,16:20:02.520700,"-1.9085598,0.638991,-6.10786","-1.8411304,0.5104096,-6.224153","-1.9776622,0.51069677,-6.2070117","-2.033326,0.33772904,-6.285174","-2.0869203,0.17170417,-6.3609185","-1.7045985,0.51012254,-6.2412934","-1.6741208,0.3178119,-6.2761273","-1.6448593,0.13295376,-6.309964","-1.9399757,0.038589716,-6.298186","-1.9191977,-0.34657204,-6.266105","-1.9158943,-0.67946494,-6.352939","-1.765535,0.03756249,-6.3194833","-1.8241292,-0.33593118,-6.4024262","-1.8757575,-0.6688719,-6.4720955","-1.9318974,0.678772,-6.137588","-1.8790294,0.6827582,-6.1228027","-1.9550894,0.6884825,-6.245104","-1.8052967,0.699777,-6.2032123"
11,2023-04-04,16:20:02.603423,"-1.9638563,0.62649655,-6.0025344","-1.9000059,0.49054182,-6.114633","-2.0371032,0.49433613,-6.114762","-2.0859272,0.32146513,-6.194958","-2.1328683,0.1553877,-6.2723837","-1.7629086,0.48674762,-6.114504","-1.7217679,0.29919988,-6.157316","-1.6822088,0.11892915,-6.1987576","-2.0001204,0.023273587,-6.192763","-1.9713819,-0.35421574,-6.1027493","-1.9489561,-0.6934794,-6.166334","-1.8257616,0.017729878,-6.1926007","-1.873313,-0.35239732,-6.302924","-1.9156297,-0.682634,-6.396726","-1.985324,0.66528654,-6.0346866","-1.9331554,0.669232,-6.017716","-2.0036716,0.670468,-6.1428895","-1.8558606,0.68164676,-6.094804"
11,2023-04-04,16:20:02.687143,"-2.0016289,0.5855225,-5.8818064","-1.9258889,0.45321703,-5.9860687","-2.0633254,0.45800412,-5.9976034","-2.1173594,0.2760374,-6.0500255","-2.1692953,0.101122856,-6.100637","-1.7884523,0.44842982,-5.9745336","-1.7367774,0.26449072,-6.0222387","-1.6870686,0.08769488,-6.0683494","-2.023143,-0.011294961,-6.0578914","-2.021166,-0.38771737,-5.9587016","-2.005412,-0.7166052,-6.065083","-1.850401,-0.01844418,-6.0434265","-1.9053283,-0.3902601,-6.1447783","-1.9542927,-0.72115004,-6.233361","-2.0190983,0.624938,-5.9152913","-1.9692199,0.6278695,-5.893484","-2.0264442,0.63129246,-6.0242724","-1.8851224,0.63959837,-5.9624863"
11,2023-04-04,16:20:02.784817,"-2.0053298,0.546433,-5.58232","-1.9638407,0.41578186,-5.7077465","-2.1132963,0.41255963,-5.706152","-2.1880772,0.23501503,-5.7831244","-2.2600267,0.06551349,-5.8598356","-1.8143853,0.41900378,-5.7093406","-1.738137,0.23956639,-5.7802453","-1.6648266,0.067127585,-5.848675","-2.0422904,-0.05027175,-5.8104944","-2.0493224,-0.4471028,-5.8190985","-2.048683,-0.749931,-6.000252","-1.8675585,-0.047320485,-5.8111553","-1.8961678,-0.43884552,-5.752097","-1.9216073,-0.7873602,-5.702979","-2.0293233,0.5884762,-5.606834","-1.9761596,0.58948493,-5.5978074","-2.0625277,0.6015834,-5.70814","-1.9118971,0.6044417,-5.6825647"
12,2023-04-04,16:20:02.786810,"-1.1431668,1.1725923,-9.882058","-1.236971,0.94843894,-9.9513235","-1.3534981,0.92210937,-9.746236","-1.4016056,0.61514485,-9.819039","-1.4168528,0.313326,-9.872251","-1.120444,0.97476846,-10.156409","-1.077533,0.6628231,-10.20828","-1.0398113,0.36275268,-10.260178","-1.324651,0.29373765,-9.949323","-1.3065305,-0.14664543,-10.022003","-1.306042,-0.5368501,-10.095541","-1.2069823,0.31900668,-10.150963","-1.2208638,-0.12166858,-10.222799","-1.231453,-0.5135921,-10.285659","-1.1747123,1.2226512,-9.864606","-1.147681,1.2236463,-9.916389","-1.2774643,1.2119333,-9.858032","-1.2008759,1.2147529,-10.004747"
11,2023-04-04,16:20:02.869533,"-2.0074565,0.5636679,-5.490911","-1.9942695,0.4211896,-5.6150694","-2.1528103,0.4124483,-5.6019273","-2.2306776,0.23956305,-5.7081914","-2.3059392,0.075660944,-5.8137956","-1.8357289,0.4299308,-5.6282105","-1.7606224,0.23133743,-5.674733","-1.6903456,0.035738587,-5.6527658","-2.0654361,-0.054846287,-5.7184505","-2.0710447,-0.4544518,-5.7816806","-2.0839214,-0.762848,-5.9662895","-1.8893334,-0.045319676,-5.731236","-1.8839152,-0.4339155,-5.618639","-1.8790337,-0.77900547,-5.5174284","-2.0356593,0.6046914,-5.5122166","-1.9817829,0.60582095,-5.5131874","-2.0869412,0.6131009,-5.6055565","-1.9342918,0.61630094,-5.6083055"
12,2023-04-04,16:20:02.871527,"-1.122267,1.1807508,-9.642935","-1.2211329,0.9606059,-9.703409","-1.3387372,0.939564,-9.498603","-1.3949938,0.6326268,-9.560977","-1.4110591,0.32957292,-9.600043","-1.1035286,0.9816478,-9.908215","-1.0874608,0.668795,-9.9641695","-1.0738194,0.3680731,-10.018999","-1.3085924,0.30444217,-9.68465","-1.3039149,-0.11099315,-9.720504","-1.3217443,-0.47851396,-9.765313","-1.1885377,0.32439852,-9.886449","-1.1840247,-0.08923936,-9.939145","-1.2010603,-0.45476913,-9.998268","-1.155184,1.2288482,-9.621065","-1.1274673,1.2333679,-9.67579","-1.2588845,1.215895,-9.611282","-1.1803536,1.2287005,-9.766336"
11,2023-04-04,16:20:02.957240,"-2.0114439,0.5578202,-5.383042","-2.0177717,0.41262728,-5.5081472","-2.1771908,0.40202332,-5.4830933","-2.263966,0.24284786,-5.607805","-2.348075,0.09273952,-5.730931","-1.858353,0.42323142,-5.5332017","-1.796886,0.22129422,-5.5953546","-1.7422065,0.026605248,-5.5331197","-2.0959115,-0.06600404,-5.6293244","-2.112706,-0.4521824,-5.76307","-2.1375475,-0.7652358,-5.9462957","-1.9188064,-0.053859353,-5.6544724","-1.898148,-0.45041025,-5.5563684","-1.8874018,-0.81282544,-5.5293393","-2.0428627,0.59848654,-5.3997264","-1.9896591,0.6005937,-5.4078426","-2.10615,0.6066795,-5.4848113","-1.9554065,0.6126502,-5.5078096"
12,2023-04-04,16:20:02.959234,"-1.1582012,1.1744483,-9.418783","-1.2361805,0.9465207,-9.4984865","-1.4253684,0.93856287,-9.368911","-1.4662552,0.6347593,-9.418507","-1.4972405,0.33994603,-9.454258","-1.0469925,0.9544788,-9.628062","-1.0135078,0.65280116,-9.693618","-0.9829871,0.3630805,-9.759067","-1.3577397,0.3049426,-9.5099125","-1.3815807,-0.10395658,-9.539968","-1.4117935,-0.46555543,-9.58002","-1.165324,0.3124864,-9.63943","-1.1978624,-0.09180248,-9.703945","-1.2323989,-0.44926214,-9.769522","-1.1994454,1.2225108,-9.416344","-1.154661,1.2260371,-9.455432","-1.3038969,1.2086968,-9.454105","-1.1770084,1.2186882,-9.564855"
11,2023-04-04,16:20:03.057903,"-2.0635307,0.4567968,-5.065565","-2.0497658,0.33100367,-5.187648","-2.2071214,0.32135493,-5.1657476","-2.289605,0.16262937,-5.28957","-2.3694825,0.012734354,-5.411675","-1.8924108,0.34065247,-5.2095485","-1.8686008,0.13500315,-5.2764115","-1.8632438,-0.011259258,-5.126956","-2.1261344,-0.14740068,-5.2963386","-2.1741924,-0.51823807,-5.4609885","-2.2236257,-0.80039275,-5.6842546","-1.9485327,-0.136536,-5.3170624","-1.9408672,-0.5446084,-5.3359723","-1.9441162,-0.8931431,-5.4380302","-2.095569,0.49643067,-5.0810513","-2.0413194,0.5014859,-5.084184","-2.1520588,0.5086358,-5.1681066","-1.9983523,0.5229586,-5.1769805"
12,2023-04-04,16:20:03.059897,"-1.1974741,1.1060401,-9.305814","-1.2741579,0.8950061,-9.379828","-1.416634,0.8791239,-9.225899","-1.4375396,0.6029314,-9.27342","-1.4569094,0.33719528,-9.318456","-1.1316814,0.91088796,-9.533758","-1.0826133,0.6372547,-9.5749235","-1.0385584,0.37405467,-9.617398","-1.3750126,0.28869772,-9.386023","-1.3806692,-0.09820652,-9.511877","-1.4078442,-0.43419826,-9.642983","-1.2272396,0.30540478,-9.546948","-1.2679552,-0.0868901,-9.647014","-1.302392,-0.4361664,-9.734409","-1.2342408,1.1534772,-9.310091","-1.1949381,1.1604223,-9.331436","-1.3158165,1.1430888,-9.375702","-1.2044592,1.1627673,-9.436181"
11,2023-04-04,16:20:03.141623,"-2.079923,0.40535185,-4.8558474","-2.059506,0.28247094,-4.97499","-2.2162478,0.27122152,-4.9581556","-2.2764564,0.10548192,-5.0834785","-2.334824,-0.051403344,-5.2069683","-1.9027636,0.29372036,-4.9918237","-1.8710337,0.09093773,-5.060181","-1.8417073,-0.03433287,-4.896728","-2.1258,-0.19467813,-5.073213","-2.1899846,-0.5671376,-5.2279654","-2.2525382,-0.8418768,-5.456861","-1.9483669,-0.18272829,-5.088948","-1.9512385,-0.57446873,-5.2043815","-1.9592005,-0.9041837,-5.3560805","-2.1116834,0.44462258,-4.871906","-2.0571017,0.45002475,-4.872945","-2.1650712,0.45647952,-4.959748","-2.0104222,0.47178558,-4.9626913"
12,2023-04-04,16:20:03.143617,"-1.2210852,1.0850348,-9.250135","-1.2951591,0.8805605,-9.317315","-1.4104745,0.8584099,-9.148901","-1.4273062,0.59088993,-9.2032995","-1.4362556,0.33237958,-9.250816","-1.179844,0.90271115,-9.48573","-1.1240245,0.6374383,-9.522118","-1.0740048,0.38198745,-9.559647","-1.3827065,0.28247964,-9.3244915","-1.3947475,-0.08919871,-9.486823","-1.4365486,-0.40820575,-9.64984","-1.2634904,0.3062507,-9.502599","-1.3081706,-0.08007002,-9.618363","-1.3431649,-0.42485666,-9.718287","-1.2575151,1.1320114,-9.254008","-1.2206919,1.1399188,-9.273299","-1.3355191,1.1221783,-9.32185","-1.231187,1.1445823,-9.376508"
11,2023-04-04,16:20:03.237304,"-2.1157224,0.37827253,-4.5177565","-2.0851715,0.23906726,-4.6337543","-2.2405612,0.22515953,-4.622155","-2.3110025,0.06566858,-4.7449927","-2.3791873,-0.08500713,-4.8662543","-1.9297819,0.25297505,-4.645353","-1.880412,0.061777413,-4.7259417","-1.9053354,-0.008731246,-4.534986","-2.1399083,-0.23767215,-4.735352","-2.1838999,-0.641803,-4.7698956","-2.2302928,-0.9693781,-4.9184165","-1.9624982,-0.2240845,-4.7489843","-1.9644972,-0.58065075,-4.947243","-1.9664592,-0.89673805,-5.125011","-2.1490285,0.41345832,-4.538327","-2.0943942,0.4227636,-4.536092","-2.1969647,0.4133628,-4.627907","-2.042168,0.43972757,-4.621573"
12,2023-04-04,16:20:03.238300,"-1.2584285,1.0469697,-9.068907","-1.332581,0.8459889,-9.132594","-1.4245855,0.8188368,-8.956051","-1.4414566,0.55888,-9.016459","-1.4445012,0.3069768,-9.067957","-1.2405765,0.873141,-9.309136","-1.1815408,0.61495566,-9.346103","-1.1286055,0.36616004,-9.38372","-1.4090698,0.25501978,-9.1423","-1.4304909,-0.10663903,-9.32246","-1.4907085,-0.41357768,-9.49999","-1.3147022,0.28451216,-9.330677","-1.3621691,-0.09641218,-9.458573","-1.3987895,-0.43650854,-9.569692","-1.2945554,1.0937996,-9.070596","-1.2603371,1.1021003,-9.090309","-1.3734998,1.0846459,-9.135768","-1.2765479,1.1081638,-9.19162"
11,2023-04-04,16:20:03.322020,"-2.134155,0.37779522,-4.3608274","-2.1059487,0.23582369,-4.479285","-2.25978,0.2203775,-4.462585","-2.3247585,0.047359467,-4.5600147","-2.3877492,-0.117067695,-4.656724","-1.9521171,0.25126994,-4.495985","-1.8855824,0.07154584,-4.579186","-1.9168018,-0.004229784,-4.3957734","-2.1602645,-0.23899835,-4.588093","-2.16849,-0.64689577,-4.582474","-2.1853976,-1.0000808,-4.663183","-1.9837079,-0.22403628,-4.6092973","-1.9866122,-0.583023,-4.803203","-1.9909834,-0.8958573,-4.9866557","-2.1698515,0.41111693,-4.3800616","-2.1152055,0.42296153,-4.3796816","-2.22093,0.40758345,-4.4667554","-2.066099,0.4411429,-4.4656754"
12,2023-04-04,16:20:03.324013,"-1.2727884,1.0303802,-8.973629","-1.3500216,0.82871956,-9.038241","-1.4361933,0.8002633,-8.860547","-1.4546568,0.5425576,-8.921893","-1.457687,0.29262543,-8.974057","-1.26385,0.8571757,-9.215937","-1.2070739,0.6007385,-9.255089","-1.1562388,0.35365856,-9.294632","-1.422926,0.23999524,-9.04895","-1.4444965,-0.12321091,-9.225046","-1.5073614,-0.4315356,-9.398497","-1.3346186,0.27095926,-9.239016","-1.3800011,-0.10937047,-9.36818","-1.415586,-0.44865215,-9.480976","-1.3084831,1.0774255,-8.973383","-1.2757751,1.0855167,-8.994569","-1.3902943,1.0688121,-9.034431","-1.2976217,1.0917369,-9.0944605"
11,2023-04-04,16:20:03.406737,"-2.1608877,0.34762987,-4.2275887","-2.1240945,0.21586686,-4.3492365","-2.2746532,0.20114332,-4.331071","-2.3276026,0.011368215,-4.39823","-2.3790038,-0.16986907,-4.465837","-1.9735366,0.23059052,-4.367402","-1.8858483,0.056162238,-4.439612","-1.8767822,-0.006641686,-4.249788","-2.180963,-0.26095092,-4.4572444","-2.1484754,-0.66177714,-4.404665","-2.128239,-1.0168015,-4.463902","-2.0042171,-0.24668711,-4.480373","-1.9958125,-0.62193704,-4.633991","-1.9960222,-0.92491275,-4.829353","-2.196787,0.3815476,-4.245838","-2.1415641,0.39414015,-4.242938","-2.2456388,0.38186982,-4.3337197","-2.0891736,0.417549,-4.325503"
